$p$,$r$,$N$,data,error
0.36,0.45,204,0.0028340080971659917,0.0028340080971659735
0.36,0.45,252,0.0003698224852071006,0.0003698224852071001
0.36,0.45,300,0.0,0.0
0.36,0.45,372,0.0,0.0
0.36,0.46,60,0.111625,0.0026459872566503874
0.36,0.46,72,0.07522965178380693,0.002109280717107316
0.36,0.46,84,0.0465966194609411,0.0019070451790712821
0.36,0.46,108,0.021714127072261443,0.0015921003612493082
0.36,0.46,132,0.011866627839254509,0.0015185812821424686
0.36,0.46,168,0.005397727272727272,0.0020114385141891595
0.36,0.46,204,0.0012145748987854252,0.0012145748987854297
0.36,0.46,252,0.0011094674556213018,0.0011094674556213033
0.36,0.46,300,0.0,0.0
0.36,0.46,372,0.0,0.0
0.36,0.47,60,0.1078375,0.002652681149535907
0.36,0.47,72,0.06834009826960055,0.0020232714282623393
0.36,0.47,84,0.044312471448149864,0.0018143376752430174
0.36,0.47,108,0.020405330372015546,0.0014489013306025298
0.36,0.47,132,0.007086002717918849,0.0008522338787956314
0.36,0.47,168,0.002651515151515151,0.0010137682264947721
0.36,0.47,204,0.00020242914979757087,0.0002024291497975708
0.36,0.47,252,0.0001849112426035503,0.00018491124260355005
0.36,0.47,300,0.0,0.0
0.36,0.47,372,0.0,0.0
0.36,0.48,60,0.1002375,0.0024908123221104718
0.36,0.48,72,0.062369151890621706,0.001882262641189454
0.36,0.48,84,0.04838240790730514,0.0020269100995166022
0.36,0.48,108,0.017668755453319578,0.0013562934346167555
0.36,0.48,132,0.007498543972044262,0.0009430624811132829
0.36,0.48,168,0.00284090909090909,0.0013139561864968098
0.36,0.48,204,0.0,0.0
0.36,0.48,252,0.0,0.0
0.36,0.48,300,0.0,0.0
0.36,0.48,372,0.0,0.0
0.36,0.49,60,0.0908375,0.0023678728410863096
0.36,0.49,72,0.05851313821832945,0.0018092329080995893
0.36,0.49,84,0.0394949956393538,0.0018000631621821598
0.36,0.49,108,0.017331641151741094,0.0013480507701594435
0.36,0.49,132,0.008153756552125798,0.0011588328240268073
0.36,0.49,168,0.0014204545454545453,0.0007000219697219233
0.36,0.49,204,0.0,0.0
0.36,0.49,252,0.0,0.0
0.36,0.49,300,0.0,0.0
0.36,0.49,372,0.0,0.0
0.36,0.5,60,0.0860375,0.0022766734358639043
0.36,0.5,72,0.054934842982268764,0.0017921568795749882
0.36,0.5,84,0.03546658914406746,0.0016254311205688072
0.36,0.5,108,0.014376933449670816,0.0014195603786360956
0.36,0.5,132,0.005629974762182099,0.0008553287765320638
0.36,0.5,168,0.001515151515151515,0.0006104337070951988
0.36,0.5,204,0.0010121457489878543,0.0007280841565753479
0.36,0.5,252,0.0,0.0
0.36,0.5,300,0.0,0.0
0.36,0.5,372,0.0,0.0
0.36,0.51,60,0.0803125,0.0022001433015669007
0.36,0.51,72,0.0533967101046785,0.0017687646780721099
0.36,0.51,84,0.03334856098675195,0.0015211999425581932
0.36,0.51,108,0.013722535099547867,0.001146727903473539
0.36,0.51,132,0.0079596194913609,0.0011362932062389023
0.36,0.51,168,0.0017992424242424243,0.0009771228183692092
0.36,0.51,204,0.0,0.0
0.36,0.51,252,0.0001849112426035503,0.00018491124260355
0.36,0.51,300,0.0,0.0
0.36,0.51,372,0.0,0.0
0.36,0.52,60,0.076075,0.002156568342576144
0.36,0.52,72,0.04665669728690452,0.001647739721594517
0.36,0.52,84,0.028627988426983414,0.0014026457166881495
0.36,0.52,108,0.011144602205124136,0.0010950108412159398
0.36,0.52,132,0.007255872646088137,0.0012967135721630642
0.36,0.52,168,0.003977272727272728,0.0024359468815301965
0.36,0.52,204,0.001619433198380567,0.0014303295632554773
0.36,0.52,252,0.0,0.0
0.36,0.52,300,0.0,0.0
0.36,0.52,372,0.0,0.0
0.36,0.53,60,0.071225,0.0021471722037012405
0.36,0.53,72,0.043580431531724,0.0015359106712287353
0.36,0.53,84,0.02889101153148664,0.0014811378397011827
0.36,0.53,108,0.010331561830728959,0.0010767772891457515
0.36,0.53,132,0.0040768782760629,0.000671929128220057
0.36,0.53,168,0.0002840909090909091,0.0002115719618411112
0.36,0.53,204,0.0008097165991902835,0.000809716599190283
0.36,0.53,252,0.0,0.0
0.36,0.53,300,0.0,0.0
0.36,0.53,372,0.0,0.0
0.36,0.54,60,0.069725,0.002034669856670258
0.36,0.54,72,0.041444135868404196,0.0015365067182587044
0.36,0.54,84,0.02617772055871646,0.0014503248506526588
0.36,0.54,108,0.00985563575791227,0.0010622096925731047
0.36,0.54,132,0.0033731314307901376,0.0006077877996268253
0.36,0.54,168,0.0002840909090909091,0.00021157196184111129
0.36,0.54,204,0.00020242914979757087,0.0002024291497975708
0.36,0.54,252,0.0,0.0
0.36,0.54,300,0.0,0.0
0.36,0.54,372,0.0,0.0
0.36,0.55,60,0.0583875,0.001839469243854038
0.36,0.55,72,0.03732108523819697,0.0014241218919117179
0.36,0.55,84,0.02201088085053367,0.00123820348489126
0.36,0.55,108,0.009934956770048384,0.0012160263290679266
0.36,0.55,132,0.00339739856338575,0.0007954133110835962
0.36,0.55,168,0.00047348484848484855,0.0002498712240057018
0.36,0.55,204,0.0,0.0
0.36,0.55,252,0.0,0.0
0.36,0.55,300,0.0,0.0
0.36,0.55,372,0.0,0.0
0.36,0.56,60,0.0575625,0.001806000629347152
0.36,0.56,72,0.034682760093997005,0.0013942774991179579
0.36,0.56,84,0.02091725846865181,0.0012451731801032464
0.36,0.56,108,0.007991591972713572,0.0009424145903798846
0.36,0.56,132,0.004004076878276063,0.0006777833957154494
0.36,0.56,168,0.0001893939393939394,0.0001893939393939422
0.36,0.56,204,0.0,0.0
0.36,0.56,252,0.0,0.0
0.36,0.56,300,0.0,0.0
0.36,0.56,372,0.0,0.0
0.36,0.57,60,0.0541375,0.0018075075567564789
0.36,0.57,72,0.03273873104037599,0.0013631883922719272
0.36,0.57,84,0.019228373271315265,0.0011365220136927581
0.36,0.57,108,0.006841437296739905,0.0007868370899589233
0.36,0.57,132,0.0021355076684139,0.0004181613367911972
0.36,0.57,168,0.0005681818181818182,0.00040134561833136365
0.36,0.57,204,0.0,0.0
0.36,0.57,252,0.0,0.0
0.36,0.57,300,0.0,0.0
0.36,0.57,372,0.0,0.0
0.36,0.58,60,0.0504375,0.0017269366926465544
0.36,0.58,72,0.028936124759666736,0.0012739488816182957
0.36,0.58,84,0.0169026952946551,0.0011075482940777438
0.36,0.58,108,0.005750773379868328,0.0007449008542516409
0.36,0.58,132,0.00300912444185595,0.0006855136239434565
0.36,0.58,168,0.0001893939393939394,0.00018939393939394313
0.36,0.58,204,0.0,0.0
0.36,0.58,252,0.0,0.0
0.36,0.58,300,0.0,0.0
0.36,0.58,372,0.0,0.0
0.36,0.59,60,0.045525,0.0015864265228529239
0.36,0.59,72,0.024962614825891898,0.0011839076059487828
0.36,0.59,84,0.01580907291277324,0.0010391037446960817
0.36,0.59,108,0.005155865788847465,0.0006976124702811016
0.36,0.59,132,0.0023296447291788003,0.0005826314777827031
0.36,0.59,168,9.46969696969697e-05,9.469696969696978e-05
0.36,0.59,204,0.0,0.0
0.36,0.59,252,0.0,0.0
0.36,0.59,300,0.0,0.0
0.36,0.59,372,0.0,0.0
0.36,0.6,60,0.0408125,0.001557869676888289
0.36,0.6,72,0.024823755607776107,0.0010991146153787584
0.36,0.6,84,0.013275745116768416,0.0009134092694586228
0.36,0.6,108,0.004541127944792576,0.0006062678319675421
0.36,0.6,132,0.0018685692098621626,0.0004672333582593911
0.36,0.6,168,0.0003787878787878788,0.000378787878787887
0.36,0.6,204,0.0,0.0
0.36,0.6,252,0.0,0.0
0.36,0.6,300,0.0,0.0
0.36,0.6,372,0.0,0.0
0.36,0.61,60,0.0418875,0.001561631791992077
0.36,0.61,72,0.02403332621234778,0.00115737670713249
0.36,0.61,84,0.013954067859960962,0.0009743605417720265
0.36,0.61,108,0.004937733005473149,0.0008055685379821134
0.36,0.61,132,0.0016501650165016502,0.0004246531438450738
0.36,0.61,168,0.0001893939393939394,0.0001893939393939425
0.36,0.61,204,0.0,0.0
0.36,0.61,252,0.0,0.0
0.36,0.61,300,0.0,0.0
0.36,0.61,372,0.0,0.0
0.36,0.62,60,0.0355375,0.0013782887314919715
0.36,0.62,72,0.019472334971160004,0.0009647031181603295
0.36,0.62,84,0.010728573999473951,0.0007597445732187467
0.36,0.62,108,0.0035694455461251686,0.0005939993649169908
0.36,0.62,132,0.0008493496408464376,0.00025514006596707924
0.36,0.62,168,0.0003787878787878788,0.00026756374555424157
0.36,0.62,204,0.0,0.0
0.36,0.62,252,0.0,0.0
0.36,0.62,300,0.0,0.0
0.36,0.62,372,0.0,0.0
0.36,0.63,60,0.0319625,0.0013091189742051206
0.36,0.63,72,0.019910275582140563,0.0010224050300482374
0.36,0.63,84,0.010576297465287869,0.000850625825037341
0.36,0.63,108,0.003450464027920997,0.000600122869544082
0.36,0.63,132,0.000630945447485925,0.00021941950170532368
0.36,0.63,168,0.0,0.0
0.36,0.63,204,0.0,0.0
0.36,0.63,252,0.0,0.0
0.36,0.63,300,0.0,0.0
0.36,0.63,372,0.0,0.0
0.36,0.64,60,0.03295,0.0013259593005845508
0.36,0.64,72,0.01574449903866695,0.0008787844478138799
0.36,0.64,84,0.009828758115647106,0.0008999096835845637
0.36,0.64,108,0.0028158959308320773,0.0006421736324706131
0.36,0.64,132,0.0012376237623762376,0.0002932080309685497
0.36,0.64,168,0.0002840909090909091,0.00021157196184111118
0.36,0.64,204,0.0,0.0
0.36,0.64,252,0.0,0.0
0.36,0.64,300,0.0,0.0
0.36,0.64,372,0.0,0.0
0.36,0.65,60,0.0295625,0.0012792041454355752
0.36,0.65,72,0.015669728690450756,0.0009020561795679361
0.36,0.65,84,0.008915098910530612,0.0008025971951445526
0.36,0.65,108,0.002359800111049417,0.0004193490083417234
0.36,0.65,132,0.000533876917103475,0.0002543372004265037
0.36,0.65,168,0.0,0.0
0.36,0.65,204,0.0,0.0
0.36,0.65,252,0.0,0.0
0.36,0.65,300,0.0,0.0
0.36,0.65,372,0.0,0.0
0.36,0.66,60,0.0275375,0.001221335959319769
0.36,0.66,72,0.013106173894466992,0.0008069145904665065
0.36,0.66,84,0.007793789886069464,0.0007011233846582396
0.36,0.66,108,0.0018045530260966127,0.00035738009677355214
0.36,0.66,132,0.0008736167734420501,0.00033585603369800044
0.36,0.66,168,0.0,0.0
0.36,0.66,204,0.0,0.0
0.36,0.66,252,0.0,0.0
0.36,0.66,300,0.0,0.0
0.36,0.66,372,0.0,0.0
0.36,0.67,60,0.0240875,0.0011204401023603618
0.36,0.67,72,0.01226233710745567,0.0007654810430525403
0.36,0.67,84,0.008084499633151984,0.0007645887916461101
0.36,0.67,108,0.0011303244229396367,0.00023306778329865507
0.36,0.67,132,0.0008008153756552125,0.00027733056537716533
0.36,0.67,168,0.0001893939393939394,0.00018939393939394088
0.36,0.67,204,0.0,0.0
0.36,0.67,252,0.0,0.0
0.36,0.67,300,0.0,0.0
0.36,0.67,372,0.0,0.0
0.36,0.68,60,0.0231625,0.0011430821374915775
0.36,0.68,72,0.011717581713309121,0.0008197007918062349
0.36,0.68,84,0.005897254869388262,0.0006796961587010065
0.36,0.68,108,0.0022408185928452446,0.0005821097234479923
0.36,0.68,132,0.0007765482430596001,0.00027199697877662446
0.36,0.68,168,9.46969696969697e-05,9.469696969697178e-05
0.36,0.68,204,0.0,0.0
0.36,0.68,252,0.0,0.0
0.36,0.68,300,0.0,0.0
0.36,0.68,372,0.0,0.0
0.36,0.69,60,0.0220625,0.0011132912022939474
0.36,0.69,72,0.010499893185216833,0.000649042029828714
0.36,0.69,84,0.004748259202347826,0.0005625460240165464
0.36,0.69,108,0.0020425160625049577,0.0004179331121695423
0.36,0.69,132,0.00043680838672102506,0.0001714003861667348
0.36,0.69,168,0.0,0.0
0.36,0.69,204,0.0,0.0
0.36,0.69,252,0.0,0.0
0.36,0.69,300,0.0,0.0
0.36,0.69,372,0.0,0.0
0.36,0.7,60,0.0200875,0.0010252612352152192
0.36,0.7,72,0.009154026917325357,0.0006731004688525418
0.36,0.7,84,0.00494206570040284,0.0006053004926379825
0.36,0.7,108,0.002062346315538986,0.0004989872537334496
0.36,0.7,132,0.0004853426519122501,0.00019392662488732182
0.36,0.7,168,0.0,0.0
0.36,0.7,204,0.0,0.0
0.36,0.7,252,0.0,0.0
0.36,0.7,300,0.0,0.0
0.36,0.7,372,0.0,0.0
0.36,0.71,60,0.0179375,0.000943865693634303
0.36,0.71,72,0.008523819696646017,0.0006481794631434618
0.36,0.71,84,0.005246618768775004,0.0005686528702753756
0.36,0.71,108,0.0011303244229396367,0.0002763115765674479
0.36,0.71,132,0.00046107551931663757,0.00027976320610930024
0.36,0.71,168,0.0,0.0
0.36,0.71,204,0.0,0.0
0.36,0.71,252,0.0,0.0
0.36,0.71,300,0.0,0.0
0.36,0.71,372,0.0,0.0
0.36,0.72,60,0.0158375,0.0009075205059511734
0.36,0.72,72,0.007893612475966674,0.0006223763729616229
0.36,0.72,84,0.003751540069493472,0.0004171309759438233
0.36,0.72,108,0.001090663916871579,0.00024784131920058567
0.36,0.72,132,0.00043680838672102506,0.00019995638073219427
0.36,0.72,168,0.0,0.0
0.36,0.72,204,0.0,0.0
0.36,0.72,252,0.0,0.0
0.36,0.72,300,0.0,0.0
0.36,0.72,372,0.0,0.0
0.36,0.73,60,0.0151375,0.0008700603771468881
0.36,0.73,72,0.006782738731040377,0.0005042028446966142
0.36,0.73,84,0.003723853426914185,0.00048435158638932615
0.36,0.73,108,0.0005354168319187752,0.00015964967962837806
0.36,0.73,132,0.00019413706076490002,0.00010290241518676851
0.36,0.73,168,0.0,0.0
0.36,0.73,204,0.0,0.0
0.36,0.73,252,0.0,0.0
0.36,0.73,300,0.0,0.0
0.36,0.73,372,0.0,0.0
0.36,0.74,60,0.0136625,0.0008238599601257473
0.36,0.74,72,0.006579790643024995,0.0005603209113280046
0.36,0.74,84,0.0028378808643769807,0.0003606454690458959
0.36,0.74,108,0.0007733798683271197,0.00023515099438367907
0.36,0.74,132,0.00021840419336051253,0.00010570672676867631
0.36,0.74,168,0.0,0.0
0.36,0.74,204,0.0,0.0
0.36,0.74,252,0.0,0.0
0.36,0.74,300,0.0,0.0
0.36,0.74,372,0.0,0.0
0.36,0.75,60,0.01015,0.0006235375930230598
0.36,0.75,72,0.005287331766716513,0.00043296278499396486
0.36,0.75,84,0.0031147472901698575,0.0004376423643219241
0.36,0.75,108,0.0009518521456333781,0.00029640914274839056
0.36,0.75,132,0.00021840419336051253,0.00013063414469612327
0.36,0.75,168,9.46969696969697e-05,9.469696969697192e-05
0.36,0.75,204,0.0,0.0
0.36,0.75,252,0.0,0.0
0.36,0.75,300,0.0,0.0
0.36,0.75,372,0.0,0.0
0.36,0.76,60,0.0102875,0.0007134415773302196
0.36,0.76,72,0.005169835505233925,0.00044442689470973007
0.36,0.76,84,0.002879410828245912,0.0003769668373925633
0.36,0.76,108,0.0001586420242722297,6.266173001079437e-05
0.36,0.76,132,2.4267132595612502e-05,2.4267132595612848e-05
0.36,0.76,168,0.0,0.0
0.36,0.76,204,0.0,0.0
0.36,0.76,252,0.0,0.0
0.36,0.76,300,0.0,0.0
0.36,0.76,372,0.0,0.0
0.36,0.77,60,0.0095125,0.000638277544801178
0.36,0.77,72,0.004539628284554583,0.0004336052151188484
0.36,0.77,84,0.0018550050528122707,0.00036241225239272906
0.36,0.77,108,0.0005354168319187752,0.00017152697043443366
0.36,0.77,132,0.0001698699281692875,0.0001000170782014286
0.36,0.77,168,0.0,0.0
0.36,0.77,204,0.0,0.0
0.36,0.77,252,0.0,0.0
0.36,0.77,300,0.0,0.0
0.36,0.77,372,0.0,0.0
0.36,0.78,60,0.0084625,0.0006467991916309357
0.36,0.78,72,0.004283272804956206,0.0004414445148164565
0.36,0.78,84,0.0021180281573155027,0.00039919731581210575
0.36,0.78,108,0.000555247084952804,0.00016803407697080225
0.36,0.78,132,4.8534265191225004e-05,4.853426519122507e-05
0.36,0.78,168,0.0,0.0
0.36,0.78,204,0.0,0.0
0.36,0.78,252,0.0,0.0
0.36,0.78,300,0.0,0.0
0.36,0.78,372,0.0,0.0
0.36,0.79,60,0.0078875,0.0005710999035939236
0.36,0.79,72,0.00392010254219184,0.0003971960419578633
0.36,0.79,84,0.0016335119121779697,0.0002747610501372936
0.36,0.79,108,0.000138811771238201,6.573795392766404e-05
0.36,0.79,132,0.00033973985633857506,0.0002544747688247872
0.36,0.79,168,0.0,0.0
0.36,0.79,204,0.0,0.0
0.36,0.79,252,0.0,0.0
0.36,0.79,300,0.0,0.0
0.36,0.79,372,0.0,0.0
0.36,0.8,60,0.0075875,0.0005728717592797355
0.36,0.8,72,0.003311258278145696,0.0003640894664080261
0.36,0.8,84,0.0016335119121779697,0.00031138450267797504
0.36,0.8,108,0.00011898151820417226,5.606116131021691e-05
0.36,0.8,132,7.28013977868375e-05,5.425399938420507e-05
0.36,0.8,168,0.0,0.0
0.36,0.8,204,0.0,0.0
0.36,0.8,252,0.0,0.0
0.36,0.8,300,0.0,0.0
0.36,0.8,372,0.0,0.0
0.36,0.81,60,0.0070125,0.0005939478190684588
0.36,0.81,72,0.0034287545396282848,0.0003806758638351334
0.36,0.81,84,0.0013151155225161622,0.0002467352433624061
0.36,0.81,108,0.0005949075910208613,0.00027463532198440026
0.36,0.81,132,7.28013977868375e-05,5.425399938420536e-05
0.36,0.81,168,0.0,0.0
0.36,0.81,204,0.0,0.0
0.36,0.81,252,0.0,0.0
0.36,0.81,300,0.0,0.0
0.36,0.81,372,0.0,0.0
0.36,0.82,60,0.0054875,0.0004844258985852468
0.36,0.82,72,0.002403332621234779,0.000312820385242331
0.36,0.82,84,0.0013566454863850933,0.00027148306094160326
0.36,0.82,108,0.0002974537955104307,0.00014965384479939968
0.36,0.82,132,2.4267132595612502e-05,2.426713259561279e-05
0.36,0.82,168,0.0,0.0
0.36,0.82,204,0.0,0.0
0.36,0.82,252,0.0,0.0
0.36,0.82,300,0.0,0.0
0.36,0.82,372,0.0,0.0
0.36,0.83,60,0.00585,0.0005040864611512926
0.36,0.83,72,0.002221747489852596,0.000304275074710775
0.36,0.83,84,0.0010382490967232858,0.0002430243744667388
0.36,0.83,108,0.00019830253034028712,9.710527814685738e-05
0.36,0.83,132,0.00016986992816928753,9.394222903829108e-05
0.36,0.83,168,0.0,0.0
0.36,0.83,204,0.0,0.0
0.36,0.83,252,0.0,0.0
0.36,0.83,300,0.0,0.0
0.36,0.83,372,0.0,0.0
0.36,0.84,60,0.0049125,0.0004588861972528722
0.36,0.84,72,0.0021362956633198035,0.00028737042426111914
0.36,0.84,84,0.0007613826709304097,0.00015449936129054807
0.36,0.84,108,0.00025779328944237326,0.00016939881588781891
0.36,0.84,132,7.280139778683751e-05,7.280139778683689e-05
0.36,0.84,168,0.0,0.0
0.36,0.84,204,0.0,0.0
0.36,0.84,252,0.0,0.0
0.36,0.84,300,0.0,0.0
0.36,0.84,372,0.0,0.0
0.36,0.85,60,0.005325,0.0005485841156588443
0.36,0.85,72,0.0016022217474898526,0.0002119240598854627
0.36,0.85,84,0.000512202887716821,0.00014306776043242862
0.36,0.85,108,9.915126517014356e-05,6.575788508977589e-05
0.36,0.85,132,0.0,0.0
0.36,0.85,168,0.0,0.0
0.36,0.85,204,0.0,0.0
0.36,0.85,252,0.0,0.0
0.36,0.85,300,0.0,0.0
0.36,0.85,372,0.0,0.0
0.36,0.86,60,0.0050125,0.0004755037799633933
0.36,0.86,72,0.0023926511429181803,0.00031663590360023756
0.36,0.86,84,0.0010244057754336421,0.00021677221066819492
0.36,0.86,108,0.00011898151820417227,7.41818214661322e-05
0.36,0.86,132,0.0,0.0
0.36,0.86,168,0.0,0.0
0.36,0.86,204,0.0,0.0
0.36,0.86,252,0.0,0.0
0.36,0.86,300,0.0,0.0
0.36,0.86,372,0.0,0.0
0.36,0.87,60,0.0042375,0.00045305202238650006
0.36,0.87,72,0.0016022217474898526,0.00024396187523214165
0.36,0.87,84,0.00047067292384788957,0.00014241816610271787
0.36,0.87,108,0.00021813278337431583,0.00014704058646583217
0.36,0.87,132,0.0,0.0
0.36,0.87,168,0.0,0.0
0.36,0.87,204,0.0,0.0
0.36,0.87,252,0.0,0.0
0.36,0.87,300,0.0,0.0
0.36,0.87,372,0.0,0.0
0.36,0.88,60,0.003925,0.0004062492354997536
0.36,0.88,72,0.0013351847895748772,0.00021023048788880534
0.36,0.88,84,0.0006921660644821904,0.00017600296732011897
0.36,0.88,108,7.932101213611485e-05,6.270354166803386e-05
0.36,0.88,132,0.0,0.0
0.36,0.88,168,0.0,0.0
0.36,0.88,204,0.0,0.0
0.36,0.88,252,0.0,0.0
0.36,0.88,300,0.0,0.0
0.36,0.88,372,0.0,0.0
0.36,0.89,60,0.0037875,0.0004444001389776477
0.36,0.89,72,0.0011429181798760949,0.00019339437952665118
0.36,0.89,84,0.0007060093857718345,0.000186053122971358
0.36,0.89,108,5.9490759102086136e-05,5.9490759102085716e-05
0.36,0.89,132,2.4267132595612502e-05,2.4267132595612594e-05
0.36,0.89,168,0.0,0.0
0.36,0.89,204,0.0,0.0
0.36,0.89,252,0.0,0.0
0.36,0.89,300,0.0,0.0
0.36,0.89,372,0.0,0.0
0.36,0.9,60,0.0024875,0.0003028764728247803
0.36,0.9,72,0.0008545182653279214,0.00015674478454950246
0.36,0.9,84,0.00047067292384788957,0.00015895366945616263
0.36,0.9,108,1.9830253034028712e-05,1.983025303402862e-05
0.36,0.9,132,0.0,0.0
0.36,0.9,168,0.0,0.0
0.36,0.9,204,0.0,0.0
0.36,0.9,252,0.0,0.0
0.36,0.9,300,0.0,0.0
0.36,0.9,372,0.0,0.0
0.36,0.91,60,0.0022375,0.00028058150682679995
0.36,0.91,72,0.0008758812219611195,0.00016385085243438016
0.36,0.91,84,0.0003876129961100267,0.00012059763445591101
0.36,0.91,108,0.0,0.0
0.36,0.91,132,0.0,0.0
0.36,0.91,168,0.0,0.0
0.36,0.91,204,0.0,0.0
0.36,0.91,252,0.0,0.0
0.36,0.91,300,0.0,0.0
0.36,0.91,372,0.0,0.0
0.36,0.92,60,0.00155,0.00020558204298440103
0.36,0.92,72,0.0007370220038453322,0.00014110475232143193
0.36,0.92,84,0.00030455306837216383,9.382187069009071e-05
0.36,0.92,108,9.915126517014357e-05,9.915126517014742e-05
0.36,0.92,132,0.0,0.0
0.36,0.92,168,0.0,0.0
0.36,0.92,204,0.0,0.0
0.36,0.92,252,0.0,0.0
0.36,0.92,300,0.0,0.0
0.36,0.92,372,0.0,0.0
0.36,0.93,60,0.002075,0.00026905236742619845
0.36,0.93,72,0.0007477034821619312,0.00014390135557082405
0.36,0.93,84,0.00029070974708252003,9.071272369751584e-05
0.36,0.93,108,5.9490759102086136e-05,3.4337466271693605e-05
0.36,0.93,132,0.0,0.0
0.36,0.93,168,0.0,0.0
0.36,0.93,204,0.0,0.0
0.36,0.93,252,0.0,0.0
0.36,0.93,300,0.0,0.0
0.36,0.93,372,0.0,0.0
0.36,0.94,60,0.001975,0.00030658495875318724
0.36,0.94,72,0.0007049775688955351,0.0001455013924291236
0.36,0.94,84,0.000221493140634301,7.320653491612824e-05
0.36,0.94,108,1.9830253034028712e-05,1.9830253034028654e-05
0.36,0.94,132,0.0,0.0
0.36,0.94,168,0.0,0.0
0.36,0.94,204,0.0,0.0
0.36,0.94,252,0.0,0.0
0.36,0.94,300,0.0,0.0
0.36,0.94,372,0.0,0.0
0.36,0.95,60,0.001425,0.00024708913938957435
0.36,0.95,72,0.00041657765434736173,9.36356587391425e-05
0.36,0.95,84,0.00015227653418608191,5.358609346001288e-05
0.36,0.95,108,0.0,0.0
0.36,0.95,132,0.0,0.0
0.36,0.95,168,0.0,0.0
0.36,0.95,204,0.0,0.0
0.36,0.95,252,0.0,0.0
0.36,0.95,300,0.0,0.0
0.36,0.95,372,0.0,0.0
0.36,0.96,60,0.0015625,0.0002479531355936957
0.36,0.96,72,0.0004913480025635548,0.0001159255685805588
0.36,0.96,84,0.000221493140634301,7.826789684871772e-05
0.36,0.96,108,1.9830253034028712e-05,1.9830253034028678e-05
0.36,0.96,132,0.0,0.0
0.36,0.96,168,0.0,0.0
0.36,0.96,204,0.0,0.0
0.36,0.96,252,0.0,0.0
0.36,0.96,300,0.0,0.0
0.36,0.96,372,0.0,0.0
0.36,0.97,60,0.0010375,0.00020703959987063212
0.36,0.97,72,0.0003097628711813715,9.367990489353633e-05
0.36,0.97,84,0.0001661198554757257,9.787304889468439e-05
0.36,0.97,108,7.932101213611485e-05,4.856275924333724e-05
0.36,0.97,132,0.0,0.0
0.36,0.97,168,0.0,0.0
0.36,0.97,204,0.0,0.0
0.36,0.97,252,0.0,0.0
0.36,0.97,300,0.0,0.0
0.36,0.97,372,0.0,0.0
0.36,0.98,60,0.001275,0.0002087864858645495
0.36,0.98,72,0.0008117923520615253,0.0002701065490721559
0.36,0.98,84,8.305992773786288e-05,5.872776552612221e-05
0.36,0.98,108,1.9830253034028712e-05,1.9830253034028665e-05
0.36,0.98,132,0.0,0.0
0.36,0.98,168,0.0,0.0
0.36,0.98,204,0.0,0.0
0.36,0.98,252,0.0,0.0
0.36,0.98,300,0.0,0.0
0.36,0.98,372,0.0,0.0
0.36,0.99,60,0.00115,0.00021693306800854334
0.36,0.99,72,0.0002563554795983764,8.674091664742063e-05
0.36,0.99,84,6.921660644821906e-05,4.15243412642193e-05
0.36,0.99,108,0.0,0.0
0.36,0.99,132,2.4267132595612502e-05,2.4267132595612827e-05
0.36,0.99,168,0.0,0.0
0.36,0.99,204,0.0,0.0
0.36,0.99,252,0.0,0.0
0.36,0.99,300,0.0,0.0
0.36,0.99,372,0.0,0.0
0.36,1.0,60,0.0008875,0.00016226557671526865
0.36,1.0,72,0.00022431104464857936,7.000850080132189e-05
0.36,1.0,84,4.152996386893143e-05,3.0952721629279584e-05
0.36,1.0,108,0.0,0.0
0.36,1.0,132,0.0,0.0
0.36,1.0,168,0.0,0.0
0.36,1.0,204,0.0,0.0
0.36,1.0,252,0.0,0.0
0.36,1.0,300,0.0,0.0
0.36,1.0,372,0.0,0.0
0.37,0.0,60,2.11195,0.013680430737682082
0.37,0.0,72,2.124033326212348,0.014003335915944704
0.37,0.0,84,2.1625482785829973,0.01728239990373503
0.37,0.0,108,2.180891568176409,0.02348226854404883
0.37,0.0,132,2.201223063482819,0.02855099919757242
0.37,0.0,168,2.253977272727273,0.06304783175058806
0.37,0.0,204,2.2085020242914974,0.0932760923359974
0.37,0.0,252,2.1642011834319526,0.09970099478692251
0.37,0.0,300,2.0830308529945563,0.10378539532548806
0.37,0.0,372,2.4219358705424034,0.17298303564203574
0.37,0.01,60,1.1698,0.010253237117473621
0.37,0.01,72,1.0799295022431108,0.00995260812588444
0.37,0.01,84,0.983817157412406,0.011354488825108588
0.37,0.01,108,0.8520663123661452,0.014537929186497933
0.37,0.01,132,0.7195690157251031,0.01568548926883345
0.37,0.01,168,0.5592803030303026,0.029150213360219217
0.37,0.01,204,0.3532388663967613,0.0348593514759155
0.37,0.01,252,0.24389792899408283,0.03331824889482142
0.37,0.01,300,0.23888384754990918,0.0394166331482937
0.37,0.01,372,0.13515133353311357,0.02947213236136071
0.37,0.02,60,1.0156,0.00948134503065674
0.37,0.02,72,0.9252510147404399,0.009130453142344641
0.37,0.02,84,0.8456331242991812,0.01042087210801444
0.37,0.02,108,0.6851749028317607,0.01238506873908968
0.37,0.02,132,0.5391671520093195,0.012943067746627264
0.37,0.02,168,0.39659090909090894,0.023961718561436005
0.37,0.02,204,0.2945344129554656,0.032910695790453734
0.37,0.02,252,0.1945266272189349,0.026096282995851056
0.37,0.02,300,0.13656987295825768,0.02995598310996844
0.37,0.02,372,0.09889121965837579,0.023323354689604555
